Model;Promo_Price;Price;URL
['HISENSE', '55A7300F'];16999;19 999-3 000                                        16 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_hisense_55a7300f.html
['SAMSUNG', 'QE65QN85BAUXUA'];98999;123 749-24 750                                        98 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe65qn85bauxua.html
['SAMSUNG', 'QE75Q70AAUXUA'];86999;96 999-10 000                                        86 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe75q70aauxua.html
['TCL', '55C728'];29799;                                        29 799 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_tcl_55c728.html
['SAMSUNG', 'UE65AU8000UXUA'];36999;39 599-2 600                                        36 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_ue65au8000uxua.html
['SONY', 'XR55A80JCEP'];76799;95 999-19 200                                        76 799 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr55a80jcep.html
['SAMSUNG', 'QE65LS03BAUXUA'];73999;92 499-18 500                                        73 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe65ls03bauxua.html
['SAMSUNG', 'UE40T5300AUXUA'];13999;                                        13 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_ue40t5300auxua.html
['LG', 'OLED65A16LA'];59999;85 999-26 000                                        59 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_oled65a16la.html
['SAMSUNG', 'QE55QN90AAUXUA'];59999;66 999-7 000                                        59 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe55qn90aauxua.html
['PHILIPS', '32PFS6906/12'];13999;                                        13 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_32pfs690612.html
['LG', '65UP75006LF'];30999;38 749-7 750                                        30 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_65up75006lf.html
['MYSTERY', 'MTV-4055HST2'];7999;9 999-2 000                                        7 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_mystery_mtv_4055hst2.html
['SONY', 'KD65X85TJCEP'];54299;67 879-13 580                                        54 299 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_kd65x85tjcep.html
['SAMSUNG', 'UE50BU8510UXUA'];25699;                                        25 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_ue50bu8510uxua.html
['ERGO', '55WUS9100'];18699;20 499-1 800                                        18 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_ergo_55wus9100.html
['SONY', 'XR55X90JR'];48499;60 629-12 130                                        48 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr55x90jr.html
['LG', '32LQ630B6LA'];11399;                                        11 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_32lq630b6la.html
['BLAUPUNKT', '32HB5000'];7585;                                        7 585 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_blaupunkt_32hb5000.html
['SAMSUNG', 'QE55Q70BAUXUA'];42999;                                        42 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe55q70bauxua.html
['SONY', 'KD65X81JR'];42899;53 629-10 730                                        42 899 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_kd65x81jr.html
['LG', 'OLED48A16LA'];34999;50 499-15 500                                        34 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_oled48a16la.html
['LG', '55NANO866PA'];31499;49 999-18 500                                        31 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_55nano866pa.html
['HISENSE', '43A7GQ'];17999;22 499-4 500                                        17 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_hisense_43a7gq.html
['LG', '43UQ75006LF'];17899;                                        17 899 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_43uq75006lf.html
['TCL', '43C725'];17399;21 749-4 350                                        17 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_tcl_43c725.html
['SETUP', '32HTF20'];4699;5 799-1 100                                        4 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_setup_32htf20.html
['KIVI', '32H740LW'];9399;9 999-600                                        9 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_kivi_32h740lw.html
['MYSTERY', 'MTV-2450HT2'];3999;4 999-1 000                                        3 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_mystery_mtv-2450ht2.html
['LG', '43NANO786QA'];24999;                                        24 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_43nano786qa.html
['LG', '50NANO766QA'];24499;                                        24 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_50nano766qa.html
['LG', '43UQ81006LB'];19999;                                        19 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_43uq81006lb.html
['TCL', '50C725'];19999;                                        19 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_tcl_50c725.html
['KIVI', '32F750NW'];10699;                                        10 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_kivi_32f750nw.html
['SAMSUNG', 'UE85AU7100UXUA'];69999;80 999-11 000                                        69 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_ue85au7100uxua.html
['HISENSE', '75U9GQ'];99999;124 999-25 000                                        99 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_hisense_75u9gq.html
['проектор', 'HISENSE', 'HE100L5'];149999;187 499-37 500                                        149 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_hisense_he100l5.html
['SAMSUNG', 'QE50LS01TAUXUA'];34599;43 199-8 600                                        34 599 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe50ls01tauxua.html
['LG', '65QNED916PA'];66999;129 999-63 000                                        66 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_65qned916pa.html
['SAMSUNG', 'QE65QN900AUXUA'];174999;218 999-44 000                                        174 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe65qn900auxua.html
['SONY', 'XR75X90JCEP'];95999;119 999-24 000                                        95 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr75x90jcep.html
['LG', '65NANO916PA'];51999;91 249-39 250                                        51 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_65nano916pa.html
['LG', '75QNED916PA'];138999;173 749-34 750                                        138 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_75qned916pa.html
['SONY', 'XR65A80JCEP'];119999;149 999-30 000                                        119 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr65a80jcep.html
['SONY', 'XR65X90JCEP'];68999;86 249-17 250                                        68 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr65x90jcep.html
['SAMSUNG', 'QE43LS01TAUXUA'];36299;45 379-9 080                                        36 299 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe43ls01tauxua.html
['SAMSUNG', 'QE43LS05TAUXUA', 'The', 'Sero', '2020'];45999;57 499-11 500                                        45 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe43ls05tauxua.html
['SONY', 'KD75X85TJCEP'];79999;99 999-20 000                                        79 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_kd75x85tjcep.html
['LG', 'OLED65G16LA'];94999;133 999-39 000                                        94 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_oled65g16la.html
['SAMSUNG', 'QE75LS03AAUXUA'];73999;112 499-38 500                                        73 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe75ls03aauxua.html
['SONY', 'KD75ZH8BR2'];219999;274 999-55 000                                        219 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_kd75zh8br2.html
['LG', '50NANO776PA'];24999;39 379-14 380                                        24 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_50nano776pa.html
['LG', '86QNED996PB'];239999;324 999-85 000                                        239 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_86qned996pb.html
['SAMSUNG', 'QE75QN90AAUXUA'];123999;145 999-22 000                                        123 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe75qn90aauxua.html
['SAMSUNG', 'QE85QN900AUXUA'];375999;441 999-66 000                                        375 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe85qn900auxua.html
['BLAUPUNKT', '65UN265'];28999;                                        28 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_blaupunkt_65un265.html
['проектор', 'SAMSUNG', 'SP-LSP9TUAXUA'];199999;249 999-50 000                                        199 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/projecors_samsung_sp-lsp9tuaxua.html
['HISENSE', '50U7QF'];19999;26 999-7 000                                        19 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_hisense_50u7qf.html
['LG', '75SM9000PLA'];64999;119 999-55 000                                        64 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_75sm9000pla.html
['LG', 'OLED65W8PLA'];229999;287 499-57 500                                        229 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_oled65w8pla.html
['LG', 'OLED77C14LB'];189999;249 999-60 000                                        189 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_lg_oled77c14lb.html
['SAMSUNG', 'QE75QN900BUXUA'];294999;346 999-52 000                                        294 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe75qn900buxua.html
['SAMSUNG', 'QE85Q70BAUXUA'];150999;188 749-37 750                                        150 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe85q70bauxua.html
['SAMSUNG', 'QE85Q70TAUXUA'];89999;119 999-30 000                                        89 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_qe85q70tauxua.html
['SAMSUNG', 'UE70AU7100UXUA'];40999;45 699-4 700                                        40 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_samsung_ue70au7100uxua.html
['SONY', 'KD85X85TJCEP'];119999;149 999-30 000                                        119 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_kd85x85tjcep.html
['SONY', 'XR75X95JCEP'];139999;174 999-35 000                                        139 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr75x95jcep.html
['SONY', 'XR75Z9JCEP'];269999;337 499-67 500                                        269 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_sony_xr75z9jcep.html
['TOSHIBA', '55UA3A63DG'];25999;32 499-6 500                                        25 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_toshiba_55ua3a63dg.html
['PHILIPS', '55OLED903/12'];63999;                                        63 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_philips_55oled903-12.html
['BLAUPUNKT', '43UBC6010'];12272;                                        12 272 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_blaupunkt_43ubc6010.html
['BLAUPUNKT', '32FBC5010'];9204;                                        9 204 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_blaupunkt_32fbc5010.html
['GAZER', 'TV43-FS3B'];13299;16 999-3 700                                        13 299 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv43_fs3b.html
['GAZER', 'TV32-HS3B'];8599;10 999-2 400                                        8 599 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv32_hs3b.html
['HITACHI', '42HAE4351'];12499;                                        12 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_hitachi_42hae4351.html
['TOSHIBA', '32WA3B63DG'];9999;                                        9 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_toshiba_32wa3b63dg.html
['HITACHI', '32HAE2351'];8999;                                        8 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_hitachi_32hae2351.html
['KIVI', '32F750NB'];10399;                                        10 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_kivi_32f750nb.html
['KIVI', '24H750NW'];7199;                                        7 199 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_kivi_24h750nw.html
['KIVI', '24H750NB'];6999;                                        6 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_kivi_24h750nb.html
['BLAUPUNKT', '43UB5000'];14999;                                        14 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_blaupunkt_43ub5000.html
['SAMSUNG', 'QE85QN900BUXUA'];429999;504 999-75 000                                        429 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe85qn900buxua.html
['SAMSUNG', 'QE75QN85BAUXUA'];151999;                                        151 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe75qn85bauxua.html
['SAMSUNG', 'QE55LS01BAUXUA'];49499;                                        49 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe55ls01bauxua.html
['PHILIPS', '55OLED707/12'];49299;58 999-9 700                                        49 299 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_55oled70712.html
['PHILIPS', '48OLED707/12'];44999;51 999-7 000                                        44 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_48oled70712.html
['PHILIPS', '86PUS8807/12'];129999;                                        129 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_86pus880712.html
['PHILIPS', '65PUS8807/12'];50999;                                        50 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_65pus880712.html
['PHILIPS', '65PUS8507/12'];47999;                                        47 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_65pus850712.html
['PHILIPS', '58PUS8546/12'];33399;                                        33 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_58pus854612.html
['PHILIPS', '50PUS7607/12'];17999;20 499-2 500                                        17 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_50pus760712.html
['PHILIPS', '58PUS8507/12'];35999;                                        35 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_58pus850712.html
['PHILIPS', '50PUS8507/12'];29999;                                        29 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_50pus850712.html
['PHILIPS', '43PUS8507/12'];26999;                                        26 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_43pus850712.html
['PHILIPS', '65OLED707/12'];64599;77 999-13 400                                        64 599 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_65oled70712.html
['SAMSUNG', 'QE50QN90BAUXUA'];59999;70 999-11 000                                        59 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe50qn90bauxua.html
['SAMSUNG', 'QE85Q60BAUXUA'];120999;                                        120 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe85q60bauxua.html
['SAMSUNG', 'QE75QN700BUXUA'];159999;189 999-30 000                                        159 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe75qn700buxua.html
['SAMSUNG', 'QE75LS03BAUXUA'];97999;109 999-12 000                                        97 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe75ls03bauxua.html
['SAMSUNG', 'QE43LS03BAUXUA'];39399;                                        39 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe43ls03bauxua.html
['SAMSUNG', 'UE43BU8500UXUA'];21199;                                        21 199 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_ue43bu8500uxua.html
['SAMSUNG', 'UE43BU8000UXUA'];20399;                                        20 399 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_ue43bu8000uxua.html
['PHILIPS', '50PUS8007/12'];23599;24 999-1 400                                        23 599 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_50pus800712.html
['PHILIPS', '43PUS8007/12'];21899;                                        21 899 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_43pus800712.html
['PHILIPS', '43PUS7607/12'];15599;17 999-2 400                                        15 599 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_43pus760712.html
['LG', '50UQ75006LF'];19999;                                        19 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_50uq75006lf.html
['LG', '65NANO786QA'];45999;                                        45 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_65nano786qa.html
['LG', 'OLED55G26LA'];86999;                                        86 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_oled55g26la.html
['LG', '55UQ91006LA'];27699;                                        27 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_55uq91006la.html
['LG', 'OLED48A26LA'];51999;                                        51 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_oled48a26la.html
['LG', 'OLED55C24LA'];76999;                                        76 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_oled55c24la.html
['LG', 'OLED48C24LA'];54999;                                        54 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_oled48c24la.html
['LG', '70NANO766QA'];54999;                                        54 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_70nano766qa.html
['LG', '55QNED866QA'];52999;                                        52 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_55qned866qa.html
['LG', '43UQ91006LA'];21999;                                        21 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_43uq91006la.html
['LG', '43UQ80006LB'];18999;                                        18 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_43uq80006lb.html
['LG', '55NANO786QA'];31499;                                        31 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_55nano786qa.html
['LG', '75UQ80006LB'];60999;                                        60 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_75uq80006lb.html
['LG', '32LQ63806LC'];13299;                                        13 299 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_32lq63806lc.html
['LG', '50UQ81006LB'];22199;                                        22 199 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_lg_50uq81006lb.html
['SONY', 'KD43X85TK'];33899;                                        33 899 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_sony_kd43x85tk.html
['SONY', 'XR-65A80K'];129999;                                        129 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_sony_xr_65a80k.html
['SONY', 'XR-75X95K'];219999;                                        219 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_sony_xr_75x95k.html
['SONY', 'KD-85X85TK', '(KD85X85TKR2)'];164999;                                        164 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_sony_kd_85x85tk.html
['SONY', 'XR-77A80K', '(XR77A80KR2)'];229999;                                        229 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_sony_xr_77a80k.html
['SONY', 'XR-75X90K'];129999;                                        129 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_sony_xr_75x90k.html
['SAMSUNG', 'UE50BU8500UXUA'];24699;                                        24 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_ue50bu8500uxua.html
['SAMSUNG', 'QE85QN800BUXUA'];268599;315 999-47 400                                        268 599 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe85qn800buxua.html
['SAMSUNG', 'QE75QN800BUXUA'];204999;241 999-37 000                                        204 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_qe75qn800buxua.html
['SAMSUNG', 'UE75BU8500UXUA'];66999;                                        66 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_samsung_ue75bu8500uxua.html
['PHILIPS', '50PUS8546/12'];29499;                                        29 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_philips_50pus854612.html
['TCL', '55C715'];21699;                                        21 699 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_tcl_55c715.html
['ROMSAT', '43FQ1920T2'];9773;                                        9 773 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_romsat_43fq1920t2.html
['TOSHIBA', '50UA4B63DG'];19999;                                        19 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/led_televizory_toshiba_50ua4b63dg.html
['GAZER', 'TV65-US3B'];28499;                                        28 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv65_us3b.html
['GAZER', 'TV55-US3B'];19499;                                        19 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv55_us3b.html
['GAZER', 'TV50-US3B'];17999;                                        17 999 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv50_us3b.html
['GAZER', 'TV43-US3B'];14499;                                        14 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv43_us3b.html
['GAZER', 'TV40-FS3B'];11499;                                        11 499 ₴                                    ;https://www.foxtrot.com.ua/ru/shop/televizoriy_gazer_tv40_fs3b.html
